confidence_score,rule_supp_count,body_supp_count,head_supp_count,rule,head_rel,example
0.657588, 298, 453,1842,"Employer(X0,X1,T3)<-Employer(X0,X1,T0)&inv_Educated_at(X1,X2,T1)&Educated_at(X2,X1,T2)",Employer,"Employer(Jan_Josef_Loschmidt,University_Of_Vienna,T3)<-Employer(Jan_Josef_Loschmidt,University_Of_Vienna,T0)&inv_Educated_at(University_Of_Vienna,Armin_Wolf,T1)&Educated_at(Armin_Wolf,University_Of_Vienna,T2)"
0.400000,   1,   2,1842,"Employer(X0,X2,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country_of_citizenship(X1,X0,T1)&Employer(X0,X2,T2)",Employer,"Employer(Bzhezinsky,Columbia_University_In_The_City_Of_New_York,T3)<-Country_of_citizenship(Bzhezinsky,United_Stated,T0)&inv_Country_of_citizenship(United_Stated,Bzhezinsky,T1)&Employer(Bzhezinsky,Columbia_University_In_The_City_Of_New_York,T2)"
0.490494, 739,1507,4161,"Nominated_for(X0,X1,T1)<-Nominated_for(X0,X1,T0)",Nominated_for,"Nominated_for(Jan_Hendrik_Ort,Nobel_Prize_In_Physics_Laureates_1901–1925,T1)<-Nominated_for(Jan_Hendrik_Ort,Nobel_Prize_In_Physics_Laureates_1901–1925,T0)"
0.317328,  67, 211,4161,"Nominated_for(X0,X2,T3)<-Nominated_for(X0,X1,T0)&inv_Award_received(X1,X0,T1)&Award_received(X0,X2,T2)",Nominated_for,"Nominated_for(Cally_&_Brooke_Tarleton,Daytime_Emmy_Award_For_Outstanding_Lead_Actor_In_A_Drama_Series,T3)<-Nominated_for(Cally_&_Brooke_Tarleton,Daytime_Emmy_Award_For_Outstanding_Drama_Series_Directing_Team,T0)&inv_Award_received(Daytime_Emmy_Award_For_Outstanding_Drama_Series_Directing_Team,Cally_&_Brooke_Tarleton,T1)&Award_received(Cally_&_Brooke_Tarleton,Daytime_Emmy_Award_For_Outstanding_Lead_Actor_In_A_Drama_Series,T2)"
0.296053,  20,  67,4161,"Nominated_for(X0,X1,T3)<-Award_received(X0,X1,T0)&inv_Nominated_for(X1,X0,T1)&Award_received(X0,X1,T2)",Nominated_for,"Nominated_for(Bruce_Fairbairn,Juno_Award_For_Producer_Of_The_Year,T3)<-Award_received(Bruce_Fairbairn,Juno_Award_For_Producer_Of_The_Year,T0)&inv_Nominated_for(Juno_Award_For_Producer_Of_The_Year,Bruce_Fairbairn,T1)&Award_received(Bruce_Fairbairn,Juno_Award_For_Producer_Of_The_Year,T2)"
0.290927, 130, 447,4161,"Nominated_for(X0,X2,T3)<-Nominated_for(X0,X1,T0)&inv_Nominated_for(X1,X0,T1)&Award_received(X0,X2,T2)",Nominated_for,"Nominated_for(Cally_&_Brooke_Tarleton,Outstanding_Younger_Actor_In_A_Daytime_Drama_Series,T3)<-Nominated_for(Cally_&_Brooke_Tarleton,Daytime_Emmy_Award_For_Outstanding_Younger_Actress_In_A_Drama_Series,T0)&inv_Nominated_for(Daytime_Emmy_Award_For_Outstanding_Younger_Actress_In_A_Drama_Series,Cally_&_Brooke_Tarleton,T1)&Award_received(Cally_&_Brooke_Tarleton,Outstanding_Younger_Actor_In_A_Daytime_Drama_Series,T2)"
0.278598, 133, 478,4161,"Nominated_for(X0,X2,T3)<-Nominated_for(X0,X1,T0)&inv_Nominated_for(X1,X0,T1)&Nominated_for(X0,X2,T2)",Nominated_for,"Nominated_for(Rush_-_Fifth_Order_Of_Angels,Group_Of_The_Year,T3)<-Nominated_for(Rush_-_Fifth_Order_Of_Angels,Juno_Award_For_Album_Of_The_Year,T0)&inv_Nominated_for(Juno_Award_For_Album_Of_The_Year,Rush_-_Fifth_Order_Of_Angels,T1)&Nominated_for(Rush_-_Fifth_Order_Of_Angels,Group_Of_The_Year,T2)"
0.252912,  67, 265,4161,"Nominated_for(X0,X2,T3)<-Award_received(X0,X1,T0)&inv_Award_received(X1,X0,T1)&Nominated_for(X0,X2,T2)",Nominated_for,"Nominated_for(Those_Were_The_Days_(Lee_Adams_And_Charles_Strouse_Song),Primetime_Emmy_Award_For_Outstanding_Comedy_Series,T3)<-Award_received(Those_Were_The_Days_(Lee_Adams_And_Charles_Strouse_Song),Primetime_Emmy_Award_For_Outstanding_Writing_–_Comedy_Series,T0)&inv_Award_received(Primetime_Emmy_Award_For_Outstanding_Writing_–_Comedy_Series,Those_Were_The_Days_(Lee_Adams_And_Charles_Strouse_Song),T1)&Nominated_for(Those_Were_The_Days_(Lee_Adams_And_Charles_Strouse_Song),Primetime_Emmy_Award_For_Outstanding_Comedy_Series,T2)"
0.246964,  27, 109,4161,"Nominated_for(X0,X1,T3)<-Nominated_for(X0,X1,T0)&inv_Award_received(X1,X0,T1)&Nominated_for(X0,X1,T2)",Nominated_for,"Nominated_for(David_Walter_Foster,Grammy_Award_For_Producer_Of_The_Year_Non-Classical,T3)<-Nominated_for(David_Walter_Foster,Grammy_Award_For_Producer_Of_The_Year_Non-Classical,T0)&inv_Award_received(Grammy_Award_For_Producer_Of_The_Year_Non-Classical,David_Walter_Foster,T1)&Nominated_for(David_Walter_Foster,Grammy_Award_For_Producer_Of_The_Year_Non-Classical,T2)"
0.234114,  31, 132,4161,"Nominated_for(X0,X2,T3)<-Award_received(X0,X1,T0)&inv_Nominated_for(X1,X0,T1)&Nominated_for(X0,X2,T2)",Nominated_for,"Nominated_for(Sopranos_Tv,Satellite_Award_For_Best_Best_Television_Series_-_Drama,T3)<-Award_received(Sopranos_Tv,Screen_Actors_Guild_Award_For_Best_Actor_-_Drama_Series,T0)&inv_Nominated_for(Screen_Actors_Guild_Award_For_Best_Actor_-_Drama_Series,Sopranos_Tv,T1)&Nominated_for(Sopranos_Tv,Satellite_Award_For_Best_Best_Television_Series_-_Drama,T2)"
0.071372, 118,1655,4161,"Nominated_for(X0,X1,T1)<-Award_received(X0,X1,T0)",Nominated_for,"Nominated_for(Mallory_Keaton,Primetime_Emmy_Award_For_Outstanding_Lead_Actor_In_A_Comedy_Series,T1)<-Award_received(Mallory_Keaton,Primetime_Emmy_Award_For_Outstanding_Lead_Actor_In_A_Comedy_Series,T0)"
0.985368,1900,1928,30268,"Instance_of(X0,X1,T1)<-Instance_of(X0,X1,T0)",Instance_of,"Instance_of(Charbonnieres-Les-Sapins,Communes_In_France,T1)<-Instance_of(Charbonnieres-Les-Sapins,Communes_In_France,T0)"
0.820513,  14,  17,30268,"Instance_of(X0,X2,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&Instance_of(X0,X2,T2)",Instance_of,"Instance_of(Moskva,City_(Kentucky),T3)<-inv_Twinned_administrative_body(Moskva,Kiev/Kyiv,T0)&Twinned_administrative_body(Kiev/Kyiv,Moskva,T1)&Instance_of(Moskva,City_(Kentucky),T2)"
0.812457,1558,1918,30268,"Instance_of(X0,X1,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X2,T1)&Instance_of(X2,X1,T2)",Instance_of,"Instance_of(Morez,Communes_In_France,T3)<-Instance_of(Morez,Communes_In_France,T0)&inv_Instance_of(Communes_In_France,Cersay,T1)&Instance_of(Cersay,Communes_In_France,T2)"
0.696275, 107, 154,30268,"Instance_of(X0,X3,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Instance_of(X2,X3,T2)",Instance_of,"Instance_of(Transacqua,Comuni,T3)<-Located_in_the_administrative_territorial_entity(Transacqua,Trento_Province,T0)&inv_Located_in_the_administrative_territorial_entity(Trento_Province,Fiera_Di_Primiero,T1)&Instance_of(Fiera_Di_Primiero,Comuni,T2)"
0.694444,  11,  16,30268,"Instance_of(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&Instance_of(X0,X2,T2)",Instance_of,"Instance_of(Free_State_Of_Prussia_(1933-1947),States_By_Country,T3)<-inv_Located_in_the_administrative_territorial_entity(Free_State_Of_Prussia_(1933-1947),Saxony_Province,T0)&Located_in_the_administrative_territorial_entity(Saxony_Province,Free_State_Of_Prussia_(1933-1947),T1)&Instance_of(Free_State_Of_Prussia_(1933-1947),States_By_Country,T2)"
0.649623, 532, 819,30268,"Instance_of(X0,X3,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X2,T1)&Instance_of(X2,X3,T2)",Instance_of,"Instance_of(Kuwet,United_Nations_Member_States,T3)<-Member_of(Kuwet,Ifc,T0)&inv_Member_of(Ifc,Dominica,T1)&Instance_of(Dominica,United_Nations_Member_States,T2)"
0.366995, 197, 537, 560,"Winner(X0,X1,T1)<-Winner(X0,X1,T0)",Winner,"Winner(Filmfareawardbestcomedian,Utpal_Dutt,T1)<-Winner(Filmfareawardbestcomedian,Utpal_Dutt,T0)"
0.315172, 367,1165, 560,"Winner(X0,X2,T3)<-Winner(X0,X1,T0)&inv_Winner(X1,X0,T1)&Winner(X0,X2,T2)",Winner,"Winner(Nebula_Award_For_Best_Short_Story,Edward_Bryant_Jr.,T3)<-Winner(Nebula_Award_For_Best_Short_Story,Harlan_Ellison®,T0)&inv_Winner(Harlan_Ellison®,Nebula_Award_For_Best_Short_Story,T1)&Winner(Nebula_Award_For_Best_Short_Story,Edward_Bryant_Jr.,T2)"
0.264706,   4,  15, 560,"Winner(X0,X2,T3)<-Winner(X0,X1,T0)&Nominated_for(X1,X0,T1)&Winner(X0,X2,T2)",Winner,"Winner(Cesar_Awards_For_Best_Actor,Gérard_Dépardieu,T3)<-Winner(Cesar_Awards_For_Best_Actor,Noiret_Philippe,T0)&Nominated_for(Noiret_Philippe,Cesar_Awards_For_Best_Actor,T1)&Winner(Cesar_Awards_For_Best_Actor,Gérard_Dépardieu,T2)"
0.209302,   4,  19, 560,"Winner(X0,X2,T3)<-inv_Nominated_for(X0,X1,T0)&Award_received(X1,X0,T1)&Winner(X0,X2,T2)",Winner,"Winner(Primetime_Emmy_Award_For_Outstanding_Lead_Actor_In_A_Comedy_Series,Carol_O'Connor,T3)<-inv_Nominated_for(Primetime_Emmy_Award_For_Outstanding_Lead_Actor_In_A_Comedy_Series,Those_Were_The_Days_(Lee_Adams_And_Charles_Strouse_Song),T0)&Award_received(Those_Were_The_Days_(Lee_Adams_And_Charles_Strouse_Song),Primetime_Emmy_Award_For_Outstanding_Lead_Actor_In_A_Comedy_Series,T1)&Winner(Primetime_Emmy_Award_For_Outstanding_Lead_Actor_In_A_Comedy_Series,Carol_O'Connor,T2)"
0.199301,  25, 126, 560,"Winner(X0,X2,T3)<-Winner(X0,X1,T0)&Award_received(X1,X0,T1)&Winner(X0,X2,T2)",Winner,"Winner(Nba_Coach_Of_The_Year,Patrick_James_Pat_Riley,T3)<-Winner(Nba_Coach_Of_The_Year,Cotton_Fitzsimmons,T0)&Award_received(Cotton_Fitzsimmons,Nba_Coach_Of_The_Year,T1)&Winner(Nba_Coach_Of_The_Year,Patrick_James_Pat_Riley,T2)"
0.194444,   3,  16, 560,"Winner(X0,X2,T3)<-inv_Award_received(X0,X1,T0)&inv_Winner(X1,X0,T1)&Winner(X0,X2,T2)",Winner,"Winner(Nebula_Award_For_Best_Short_Story,Gardner_Dozois,T3)<-inv_Award_received(Nebula_Award_For_Best_Short_Story,Connie_Willis,T0)&inv_Winner(Connie_Willis,Nebula_Award_For_Best_Short_Story,T1)&Winner(Nebula_Award_For_Best_Short_Story,Gardner_Dozois,T2)"
0.143065,  87, 607, 560,"Winner(X0,X2,T3)<-Winner(X0,X1,T0)&inv_Winner(X1,X0,T1)&inv_Nominated_for(X0,X2,T2)",Winner,"Winner(Bafta_Award_For_Best_Special_Visual_Effects,John_Knoll,T3)<-Winner(Bafta_Award_For_Best_Special_Visual_Effects,Jim_Rygiel,T0)&inv_Winner(Jim_Rygiel,Bafta_Award_For_Best_Special_Visual_Effects,T1)&inv_Nominated_for(Bafta_Award_For_Best_Special_Visual_Effects,John_Knoll,T2)"
0.141844,   9,  62, 560,"Winner(X0,X1,T3)<-Winner(X0,X1,T0)&Award_received(X1,X2,T1)&inv_Award_received(X2,X1,T2)",Winner,"Winner(David_Di_Donatello_For_Best_Film,Francesco_Rosi,T3)<-Winner(David_Di_Donatello_For_Best_Film,Francesco_Rosi,T0)&Award_received(Francesco_Rosi,David_Di_Donnatello_For_Best_Director,T1)&inv_Award_received(David_Di_Donnatello_For_Best_Director,Francesco_Rosi,T2)"
0.046512,   1,  19, 560,"Winner(X0,X1,T3)<-inv_Award_received(X0,X1,T0)&inv_Winner(X1,X0,T1)&inv_Award_received(X0,X1,T2)",Winner,"Winner(Nba_Coach_Of_The_Year,Cotton_Fitzsimmons,T3)<-inv_Award_received(Nba_Coach_Of_The_Year,Cotton_Fitzsimmons,T0)&inv_Winner(Cotton_Fitzsimmons,Nba_Coach_Of_The_Year,T1)&inv_Award_received(Nba_Coach_Of_The_Year,Cotton_Fitzsimmons,T2)"
0.042654,   4,  93, 560,"Winner(X0,X2,T3)<-inv_Nominated_for(X0,X1,T0)&Nominated_for(X1,X0,T1)&Winner(X0,X2,T2)",Winner,"Winner(Cesar_Awards_For_Best_Actor,Michel_Serrault,T3)<-inv_Nominated_for(Cesar_Awards_For_Best_Actor,Noiret_Philippe,T0)&Nominated_for(Noiret_Philippe,Cesar_Awards_For_Best_Actor,T1)&Winner(Cesar_Awards_For_Best_Actor,Michel_Serrault,T2)"
0.003001,   5,1616, 560,"Winner(X0,X1,T1)<-inv_Award_received(X0,X1,T0)",Winner,"Winner(Nba_Coach_Of_The_Year,Patrick_James_Pat_Riley,T1)<-inv_Award_received(Nba_Coach_Of_The_Year,Patrick_James_Pat_Riley,T0)"
0.002703,   4,1468, 560,"Winner(X0,X1,T1)<-inv_Nominated_for(X0,X1,T0)",Winner,"Winner(Nobel_Prize_In_Literature,Ivan_Andrić,T1)<-inv_Nominated_for(Nobel_Prize_In_Literature,Ivan_Andrić,T0)"
0.960096,1591,1657,5695,"Educated_at(X0,X1,T1)<-Educated_at(X0,X1,T0)",Educated_at,"Educated_at(Dale_Jorgenson,Harvard_Geography,T1)<-Educated_at(Dale_Jorgenson,Harvard_Geography,T0)"
0.767442,  29,  38,5695,"Educated_at(X0,X2,T3)<-Employer(X0,X1,T0)&inv_Employer(X1,X0,T1)&Educated_at(X0,X2,T2)",Educated_at,"Educated_at(Yves_Bonnefoy,The_University_Of_Paris,T3)<-Employer(Yves_Bonnefoy,The_Collège_De_France,T0)&inv_Employer(The_Collège_De_France,Yves_Bonnefoy,T1)&Educated_at(Yves_Bonnefoy,The_University_Of_Paris,T2)"
0.537037,  13,  24,5695,"Educated_at(X0,X2,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country_of_citizenship(X1,X0,T1)&Educated_at(X0,X2,T2)",Educated_at,"Educated_at(Second_Impeachment_Process_Against_Pedro_Pablo_Kuczynski,The_Rector_And_Scholars_Of_Exeter_College_In_The_University_Of_Oxford,T3)<-Country_of_citizenship(Second_Impeachment_Process_Against_Pedro_Pablo_Kuczynski,United_Stated,T0)&inv_Country_of_citizenship(United_Stated,Second_Impeachment_Process_Against_Pedro_Pablo_Kuczynski,T1)&Educated_at(Second_Impeachment_Process_Against_Pedro_Pablo_Kuczynski,The_Rector_And_Scholars_Of_Exeter_College_In_The_University_Of_Oxford,T2)"
0.400000,   1,   2,5695,"Educated_at(X0,X2,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X0,T1)&Educated_at(X0,X2,T2)",Educated_at,"Educated_at(Mikhail_V._Lomonosov,Slavonic-Greek-Latin_Academy,T3)<-Member_of(Mikhail_V._Lomonosov,The_Royal_Swedish_Academy_Of_Sciences,T0)&inv_Member_of(The_Royal_Swedish_Academy_Of_Sciences,Mikhail_V._Lomonosov,T1)&Educated_at(Mikhail_V._Lomonosov,Slavonic-Greek-Latin_Academy,T2)"
0.379712, 302, 795,5695,"Educated_at(X0,X1,T3)<-Educated_at(X0,X1,T0)&inv_Educated_at(X1,X2,T1)&Educated_at(X2,X1,T2)",Educated_at,"Educated_at(Elizabeth_Montgomery,The_American_Academy_Of_Dramatic_Arts,T3)<-Educated_at(Elizabeth_Montgomery,The_American_Academy_Of_Dramatic_Arts,T0)&inv_Educated_at(The_American_Academy_Of_Dramatic_Arts,Christine_Ebersole,T1)&Educated_at(Christine_Ebersole,The_American_Academy_Of_Dramatic_Arts,T2)"
0.297670, 152, 511,5695,"Educated_at(X0,X1,T3)<-Educated_at(X0,X1,T0)&inv_Employer(X1,X2,T1)&Employer(X2,X1,T2)",Educated_at,"Educated_at(Andrei_Shleifer,Massachusetts_Instititute_Of_Technology,T3)<-Educated_at(Andrei_Shleifer,Massachusetts_Instititute_Of_Technology,T0)&inv_Employer(Massachusetts_Instititute_Of_Technology,Arthur_Clay_Cope,T1)&Employer(Arthur_Clay_Cope,Massachusetts_Instititute_Of_Technology,T2)"
0.675769,1298,1921,27187,"Member_of_sports_team(X0,X1,T1)<-Member_of_sports_team(X0,X1,T0)",Member_of_sports_team,"Member_of_sports_team(John_Aloisi,Atletico_Osasuna,T1)<-Member_of_sports_team(John_Aloisi,Atletico_Osasuna,T0)"
0.478343, 112, 234,27187,"Member_of_sports_team(X0,X2,T3)<-Member_of_sports_team(X0,X1,T0)&inv_Member_of_sports_team(X1,X0,T1)&Member_of_sports_team(X0,X2,T2)",Member_of_sports_team,"Member_of_sports_team(Sigurd_Rushfeldt,Norway_Football,T3)<-Member_of_sports_team(Sigurd_Rushfeldt,Tromso_Il,T0)&inv_Member_of_sports_team(Tromso_Il,Sigurd_Rushfeldt,T1)&Member_of_sports_team(Sigurd_Rushfeldt,Norway_Football,T2)"
0.966102,  25,  26,3362,"Country_of_citizenship(X0,X2,T3)<-Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&Country_of_citizenship(X0,X2,T2)",Country_of_citizenship,"Country_of_citizenship(Wyler_William,United_Stated,T3)<-Spouse(Wyler_William,Margaret_Tallichet,T0)&inv_Spouse(Margaret_Tallichet,Wyler_William,T1)&Country_of_citizenship(Wyler_William,United_Stated,T2)"
0.964455,1435,1488,3362,"Country_of_citizenship(X0,X1,T1)<-Country_of_citizenship(X0,X1,T0)",Country_of_citizenship,"Country_of_citizenship(Leo_Szilárd,United_Stated,T1)<-Country_of_citizenship(Leo_Szilárd,United_Stated,T0)"
0.757895, 476, 628,3362,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country_of_citizenship(X1,X0,T1)&Country_of_citizenship(X0,X1,T2)",Country_of_citizenship,"Country_of_citizenship(Pietro_Paleocapa,Kingdom_Of_Italy_(1861-1946),T3)<-Country_of_citizenship(Pietro_Paleocapa,Kingdom_Of_Italy_(1861-1946),T0)&inv_Country_of_citizenship(Kingdom_Of_Italy_(1861-1946),Pietro_Paleocapa,T1)&Country_of_citizenship(Pietro_Paleocapa,Kingdom_Of_Italy_(1861-1946),T2)"
0.740088,  74, 100,3362,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Residence(X1,X2,T1)&Country_of_citizenship(X2,X1,T2)",Country_of_citizenship,"Country_of_citizenship(Second_Impeachment_Process_Against_Pedro_Pablo_Kuczynski,United_Stated,T3)<-Country_of_citizenship(Second_Impeachment_Process_Against_Pedro_Pablo_Kuczynski,United_Stated,T0)&inv_Residence(United_Stated,Oliver_Wallace,T1)&Country_of_citizenship(Oliver_Wallace,United_Stated,T2)"
0.710438,  93, 131,3362,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&Contains_administrative_territorial_entity(X1,X2,T1)&inv_Contains_administrative_territorial_entity(X2,X1,T2)",Country_of_citizenship,"Country_of_citizenship(Cioran,Iso_3166-1:Fr,T3)<-Country_of_citizenship(Cioran,Iso_3166-1:Fr,T0)&Contains_administrative_territorial_entity(Iso_3166-1:Fr,Picardy,T1)&inv_Contains_administrative_territorial_entity(Picardy,Iso_3166-1:Fr,T2)"
0.672449, 581, 864,3362,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country(X1,X2,T1)&Country(X2,X1,T2)",Country_of_citizenship,"Country_of_citizenship(Ivan_Andrić,Austro_-_Hungary,T3)<-Country_of_citizenship(Ivan_Andrić,Austro_-_Hungary,T0)&inv_Country(Austro_-_Hungary,Kenderes,T1)&Country(Kenderes,Austro_-_Hungary,T2)"
0.629630,  15,  24,3362,"Country_of_citizenship(X0,X2,T3)<-Position_held(X0,X1,T0)&inv_Position_held(X1,X0,T1)&Country_of_citizenship(X0,X2,T2)",Country_of_citizenship,"Country_of_citizenship(Ludwig_Von_Tetmajer,Confédération_Suisse,T3)<-Position_held(Ludwig_Von_Tetmajer,Academic_Rector,T0)&inv_Position_held(Academic_Rector,Ludwig_Von_Tetmajer,T1)&Country_of_citizenship(Ludwig_Von_Tetmajer,Confédération_Suisse,T2)"
0.518483, 241, 465,3362,"Country_of_citizenship(X0,X1,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",Country_of_citizenship,"Country_of_citizenship(מְנַחֵם_בְּגִין,Russia_(Empire),T3)<-Country_of_citizenship(מְנַחֵם_בְּגִין,Russia_(Empire),T0)&inv_Located_in_the_administrative_territorial_entity(Russia_(Empire),Samara_Governorate,T1)&Located_in_the_administrative_territorial_entity(Samara_Governorate,Russia_(Empire),T2)"
0.020270,  21,1044,3362,"Country_of_citizenship(X0,X1,T1)<-Residence(X0,X1,T0)",Country_of_citizenship,"Country_of_citizenship(Oliver_Wallace,United_Stated,T1)<-Residence(Oliver_Wallace,United_Stated,T0)"
0.947961,1076,1135,1507,"Title_of_chess_person(X0,X1,T1)<-Title_of_chess_person(X0,X1,T0)",Title_of_chess_person,"Title_of_chess_person(Theshadowcrow/Sandbox/Levon_Aronian,Chess_Grand_Master,T1)<-Title_of_chess_person(Theshadowcrow/Sandbox/Levon_Aronian,Chess_Grand_Master,T0)"
0.630513,1235,1959,1507,"Title_of_chess_person(X0,X1,T3)<-Title_of_chess_person(X0,X1,T0)&inv_Title_of_chess_person(X1,X2,T1)&Title_of_chess_person(X2,X1,T2)",Title_of_chess_person,"Title_of_chess_person(Lutikov,Chess_Grand_Master,T3)<-Title_of_chess_person(Lutikov,Chess_Grand_Master,T0)&inv_Title_of_chess_person(Chess_Grand_Master,Gabor_Kallai,T1)&Title_of_chess_person(Gabor_Kallai,Chess_Grand_Master,T2)"
0.966050,1405,1454,3135,"Member_of_political_party(X0,X1,T1)<-Member_of_political_party(X0,X1,T0)",Member_of_political_party,"Member_of_political_party(Manfred_Hermann_Wörner,Christian_Democrati_Union,T1)<-Member_of_political_party(Manfred_Hermann_Wörner,Christian_Democrati_Union,T0)"
0.920000,  61,  66,3135,"Member_of_political_party(X0,X2,T3)<-Educated_at(X0,X1,T0)&inv_Educated_at(X1,X0,T1)&Member_of_political_party(X0,X2,T2)",Member_of_political_party,"Member_of_political_party(Theodoros_Pangalos_(Pasok_Mp),Pasok-Dpp,T3)<-Educated_at(Theodoros_Pangalos_(Pasok_Mp),National_And_Kapodistrian_University_Of_Athens,T0)&inv_Educated_at(National_And_Kapodistrian_University_Of_Athens,Theodoros_Pangalos_(Pasok_Mp),T1)&Member_of_political_party(Theodoros_Pangalos_(Pasok_Mp),Pasok-Dpp,T2)"
0.854167,  18,  21,3135,"Member_of_political_party(X0,X2,T3)<-Country_of_citizenship(X0,X1,T0)&inv_Country_of_citizenship(X1,X0,T1)&Member_of_political_party(X0,X2,T2)",Member_of_political_party,"Member_of_political_party(Heinz_Kessler,Party_Of_Democratic_Socialism_(Germany)/Comments,T3)<-Country_of_citizenship(Heinz_Kessler,Dr_Germany,T0)&inv_Country_of_citizenship(Dr_Germany,Heinz_Kessler,T1)&Member_of_political_party(Heinz_Kessler,Party_Of_Democratic_Socialism_(Germany)/Comments,T2)"
0.849765,  80,  94,3135,"Member_of_political_party(X0,X2,T3)<-Employer(X0,X1,T0)&inv_Employer(X1,X0,T1)&Member_of_political_party(X0,X2,T2)",Member_of_political_party,"Member_of_political_party(Alexander_Pavlovich_Alexandrov,Communist_Party_Of_The_Soviet_Union/Comments,T3)<-Employer(Alexander_Pavlovich_Alexandrov,S.P._Korolyov_Rsc_Energia,T0)&inv_Employer(S.P._Korolyov_Rsc_Energia,Alexander_Pavlovich_Alexandrov,T1)&Member_of_political_party(Alexander_Pavlovich_Alexandrov,Communist_Party_Of_The_Soviet_Union/Comments,T2)"
